track,model,split,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,fpr,fnr,tn,fp,fn,tp,n_rows,note
estimated_full_hybrid_pipeline,phase3b_screener_plus_classical_logistic_regression,test,0.0037140501398812515,0.9324775836567037,0.01687485080722219,0.8261361744631264,0.03307412186227047,,,0.06720040744198336,0.17386382553687366,60198523.0,4336800.0,15666.0,74439.0,64637438.0,Estimated by combining Phase 3B full screening counts with weighted Stage 2 candidate-pool confusion matrix.
estimated_full_hybrid_pipeline,phase3b_screener_plus_classical_hist_gradient_boosting,test,0.0036593666275194924,0.9528906606725347,0.023721729943602304,0.8133621885577936,0.046098981850821785,,,0.046737195380582505,0.18663781144220631,61519123.0,3016200.0,16817.0,73288.0,64637438.0,Estimated by combining Phase 3B full screening counts with weighted Stage 2 candidate-pool confusion matrix.
estimated_full_hybrid_pipeline,phase3b_screener_plus_classical_random_forest,test,0.0033652057807777177,0.9560484590988894,0.025436650956473524,0.8146051828422396,0.049332847174031025,,,0.043576135816349754,0.18539481715776038,61723123.0,2812200.0,16705.0,73400.0,64637438.0,Estimated by combining Phase 3B full screening counts with weighted Stage 2 candidate-pool confusion matrix.
