track,model,split,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,fpr,fnr,tn,fp,fn,tp,n_rows,novel_typology,threshold_policy,recall_target,prediction_time_seconds
phase5_novel_pattern_stress_test,novel_logistic_regression,test_novel_typology,0.004030871104597569,0.1512558727323828,0.040404896262278785,0.9420270768582416,0.07748629392794738,0.5569081845399798,0.04272873506191471,0.8798425523099234,0.05797292314175841,116000.0,849400.0,2201.0,35765.0,42793,ACH__same_currency__medium,recall_target_precision_max,0.8,0.053095035000296775
phase5_novel_pattern_stress_test,novel_logistic_regression,test_seen_typologies,0.004030871104597569,0.35247750170544756,0.010355114559997294,0.8358556735001295,0.02045679723502304,0.6369561242373928,0.013096504412750638,0.6514645475834006,0.16414432649987054,1815800.0,3394000.0,6974.0,35513.0,68536,ACH__same_currency__medium,recall_target_precision_max,0.8,0.16593563800051925
phase5_novel_pattern_stress_test,novel_hist_gradient_boosting,test_novel_typology,0.0053969915376041785,0.30230444324404054,0.04919095437696269,0.951430227045251,0.09354541311013508,0.7473540269547161,0.09102537861784825,0.7232235342863061,0.048569772954748985,267200.0,698200.0,1844.0,36122.0,42793,ACH__same_currency__medium,recall_target_precision_max,0.8,0.32754021099935926
phase5_novel_pattern_stress_test,novel_hist_gradient_boosting,test_seen_typologies,0.0053969915376041785,0.6545386800073949,0.01859624814920467,0.8055405182761786,0.0363532655801227,0.8053483816788058,0.05219594173350961,0.3466927713155975,0.1944594817238214,3403600.0,1806200.0,8262.0,34225.0,68536,ACH__same_currency__medium,recall_target_precision_max,0.8,0.5233595390000119
phase5_novel_pattern_stress_test,novel_random_forest,test_novel_typology,0.005817550177172396,0.17136020156154386,0.04321865389730086,0.988700416161829,0.08281715559683751,0.716569840202776,0.08449523393306257,0.8607830950901181,0.011299583838170995,134400.0,831000.0,429.0,37537.0,42793,ACH__same_currency__medium,recall_target_precision_max,0.8,0.14006269199853705
phase5_novel_pattern_stress_test,novel_random_forest,test_seen_typologies,0.005817550177172396,0.6546951832601684,0.018616071452838508,0.8060583237225504,0.036391670306152486,0.8037909020689098,0.04781611947862226,0.3465392145571807,0.19394167627744957,3404400.0,1805400.0,8240.0,34247.0,68536,ACH__same_currency__medium,recall_target_precision_max,0.8,0.26592627100035315
