track,model,split,recall_target,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,fpr,fnr,tn,fp,fn,tp,n_rows,note
phase5_fixed_recall_estimated_full_hybrid,phase3b_screener_plus_classical_logistic_regression,test,0.8,0.0042802547229627,0.9466080013876788,0.01951022570203154,0.7545974141279618,0.038036999265474686,,,0.05294774770089862,0.24540258587203817,61118323.0,3417000.0,22112.0,67993.0,64637438.0,Estimated by combining Phase 3B screening counts with weighted Stage 2 candidate-pool confusion matrix.
phase5_fixed_recall_estimated_full_hybrid,phase3b_screener_plus_classical_logistic_regression,test,0.9,0.0037140501398812515,0.9324775836567037,0.01687485080722219,0.8261361744631264,0.03307412186227047,,,0.06720040744198336,0.17386382553687366,60198523.0,4336800.0,15666.0,74439.0,64637438.0,Estimated by combining Phase 3B screening counts with weighted Stage 2 candidate-pool confusion matrix.
phase5_fixed_recall_estimated_full_hybrid,phase3b_screener_plus_classical_logistic_regression,test,0.95,0.0032591102540727624,0.9214807369066824,0.015137378274173914,0.8615615115698352,0.02975202240628406,,,0.078264115916798,0.13843848843016482,59484523.0,5050800.0,12474.0,77631.0,64637438.0,Estimated by combining Phase 3B screening counts with weighted Stage 2 candidate-pool confusion matrix.
phase5_fixed_recall_estimated_full_hybrid,phase3b_screener_plus_classical_hist_gradient_boosting,test,0.8,0.0049589783879623525,0.9663853013481135,0.0301119160985537,0.7363298374119084,0.05785776201115175,,,0.03311364847434017,0.26367016258809167,62398323.0,2137000.0,23758.0,66347.0,64637438.0,Estimated by combining Phase 3B screening counts with weighted Stage 2 candidate-pool confusion matrix.
phase5_fixed_recall_estimated_full_hybrid,phase3b_screener_plus_classical_hist_gradient_boosting,test,0.9,0.0036593666275194924,0.9528906606725347,0.023721729943602304,0.8133621885577936,0.046098981850821785,,,0.046737195380582505,0.18663781144220631,61519123.0,3016200.0,16817.0,73288.0,64637438.0,Estimated by combining Phase 3B screening counts with weighted Stage 2 candidate-pool confusion matrix.
phase5_fixed_recall_estimated_full_hybrid,phase3b_screener_plus_classical_hist_gradient_boosting,test,0.95,0.0024500225929266926,0.9394838174124414,0.019404012409847946,0.8534931468841906,0.037945344276879046,,,0.06022128377663811,0.14650685311580933,60648923.0,3886400.0,13201.0,76904.0,64637438.0,Estimated by combining Phase 3B screening counts with weighted Stage 2 candidate-pool confusion matrix.
phase5_fixed_recall_estimated_full_hybrid,phase3b_screener_plus_classical_random_forest,test,0.8,0.005591824745160821,0.9679821158753229,0.03177641089006412,0.7409244769990566,0.060939287086742254,,,0.03152072238020719,0.25907552300094333,62501123.0,2034200.0,23344.0,66761.0,64637438.0,Estimated by combining Phase 3B screening counts with weighted Stage 2 candidate-pool confusion matrix.
phase5_fixed_recall_estimated_full_hybrid,phase3b_screener_plus_classical_random_forest,test,0.9,0.0033652057807777177,0.9560484590988894,0.025436650956473524,0.8146051828422396,0.049332847174031025,,,0.043576135816349754,0.18539481715776038,61723123.0,2812200.0,16705.0,73400.0,64637438.0,Estimated by combining Phase 3B screening counts with weighted Stage 2 candidate-pool confusion matrix.
phase5_fixed_recall_estimated_full_hybrid,phase3b_screener_plus_classical_random_forest,test,0.95,0.0020469220092742563,0.9449838342912045,0.021291375372788253,0.8524610177015703,0.04154510514057867,,,0.054711123085259834,0.1475389822984296,61004523.0,3530800.0,13294.0,76811.0,64637438.0,Estimated by combining Phase 3B screening counts with weighted Stage 2 candidate-pool confusion matrix.
