purpose,i,j,model_requested,circuit_index,depth_transpiled,size_transpiled,ops_transpiled
test_kernel,296,5,qksvc,3120,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,296,6,qksvc,3121,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,296,7,qksvc,3122,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,296,8,qksvc,3123,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,296,9,qksvc,3124,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,297,0,qksvc,3125,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,297,1,qksvc,3126,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,297,2,qksvc,3127,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,297,3,qksvc,3128,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,297,4,qksvc,3129,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,297,5,qksvc,3130,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,297,6,qksvc,3131,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,297,7,qksvc,3132,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,297,8,qksvc,3133,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,297,9,qksvc,3134,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,298,0,qksvc,3135,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,298,1,qksvc,3136,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,298,2,qksvc,3137,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,298,3,qksvc,3138,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,298,4,qksvc,3139,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,298,5,qksvc,3140,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,298,6,qksvc,3141,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,298,7,qksvc,3142,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,298,8,qksvc,3143,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,298,9,qksvc,3144,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,299,0,qksvc,3145,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,299,1,qksvc,3146,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,299,2,qksvc,3147,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,299,3,qksvc,3148,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,299,4,qksvc,3149,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,299,5,qksvc,3150,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,299,6,qksvc,3151,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,299,7,qksvc,3152,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,299,8,qksvc,3153,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,299,9,qksvc,3154,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,300,0,qksvc,3155,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,300,1,qksvc,3156,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,300,2,qksvc,3157,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,300,3,qksvc,3158,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,300,4,qksvc,3159,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,300,5,qksvc,3160,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,300,6,qksvc,3161,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,300,7,qksvc,3162,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,300,8,qksvc,3163,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,300,9,qksvc,3164,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,301,0,qksvc,3165,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,301,1,qksvc,3166,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,301,2,qksvc,3167,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,301,3,qksvc,3168,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,301,4,qksvc,3169,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,301,5,qksvc,3170,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,301,6,qksvc,3171,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,301,7,qksvc,3172,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,301,8,qksvc,3173,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,301,9,qksvc,3174,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,302,0,qksvc,3175,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,302,1,qksvc,3176,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,302,2,qksvc,3177,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,302,3,qksvc,3178,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,302,4,qksvc,3179,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,302,5,qksvc,3180,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,302,6,qksvc,3181,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,302,7,qksvc,3182,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,302,8,qksvc,3183,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,302,9,qksvc,3184,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,303,0,qksvc,3185,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,303,1,qksvc,3186,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,303,2,qksvc,3187,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,303,3,qksvc,3188,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,303,4,qksvc,3189,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,303,5,qksvc,3190,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,303,6,qksvc,3191,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,303,7,qksvc,3192,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,303,8,qksvc,3193,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,303,9,qksvc,3194,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,304,0,qksvc,3195,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,304,1,qksvc,3196,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,304,2,qksvc,3197,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,304,3,qksvc,3198,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,304,4,qksvc,3199,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,304,5,qksvc,3200,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,304,6,qksvc,3201,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,304,7,qksvc,3202,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,304,8,qksvc,3203,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,304,9,qksvc,3204,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,305,0,qksvc,3205,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,305,1,qksvc,3206,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,305,2,qksvc,3207,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,305,3,qksvc,3208,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,305,4,qksvc,3209,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,305,5,qksvc,3210,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,305,6,qksvc,3211,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,305,7,qksvc,3212,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,305,8,qksvc,3213,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,305,9,qksvc,3214,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,306,0,qksvc,3215,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,306,1,qksvc,3216,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,306,2,qksvc,3217,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,306,3,qksvc,3218,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,306,4,qksvc,3219,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,306,5,qksvc,3220,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,306,6,qksvc,3221,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,306,7,qksvc,3222,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,306,8,qksvc,3223,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,306,9,qksvc,3224,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,307,0,qksvc,3225,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,307,1,qksvc,3226,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,307,2,qksvc,3227,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,307,3,qksvc,3228,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,307,4,qksvc,3229,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,307,5,qksvc,3230,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,307,6,qksvc,3231,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,307,7,qksvc,3232,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,307,8,qksvc,3233,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,307,9,qksvc,3234,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,308,0,qksvc,3235,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,308,1,qksvc,3236,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,308,2,qksvc,3237,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,308,3,qksvc,3238,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,308,4,qksvc,3239,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,308,5,qksvc,3240,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,308,6,qksvc,3241,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,308,7,qksvc,3242,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,308,8,qksvc,3243,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,308,9,qksvc,3244,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,309,0,qksvc,3245,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,309,1,qksvc,3246,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,309,2,qksvc,3247,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,309,3,qksvc,3248,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,309,4,qksvc,3249,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,309,5,qksvc,3250,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,309,6,qksvc,3251,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,309,7,qksvc,3252,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,309,8,qksvc,3253,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,309,9,qksvc,3254,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,310,0,qksvc,3255,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,310,1,qksvc,3256,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,310,2,qksvc,3257,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,310,3,qksvc,3258,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,310,4,qksvc,3259,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,310,5,qksvc,3260,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,310,6,qksvc,3261,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,310,7,qksvc,3262,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,310,8,qksvc,3263,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,310,9,qksvc,3264,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,311,0,qksvc,3265,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,311,1,qksvc,3266,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,311,2,qksvc,3267,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,311,3,qksvc,3268,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,311,4,qksvc,3269,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,311,5,qksvc,3270,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,311,6,qksvc,3271,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,311,7,qksvc,3272,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,311,8,qksvc,3273,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,311,9,qksvc,3274,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,312,0,qksvc,3275,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,312,1,qksvc,3276,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,312,2,qksvc,3277,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,312,3,qksvc,3278,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,312,4,qksvc,3279,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,312,5,qksvc,3280,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,312,6,qksvc,3281,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,312,7,qksvc,3282,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,312,8,qksvc,3283,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,312,9,qksvc,3284,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,313,0,qksvc,3285,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,313,1,qksvc,3286,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,313,2,qksvc,3287,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,313,3,qksvc,3288,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,313,4,qksvc,3289,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,313,5,qksvc,3290,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,313,6,qksvc,3291,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,313,7,qksvc,3292,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,313,8,qksvc,3293,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,313,9,qksvc,3294,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,314,0,qksvc,3295,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,314,1,qksvc,3296,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,314,2,qksvc,3297,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,314,3,qksvc,3298,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,314,4,qksvc,3299,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,314,5,qksvc,3300,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,314,6,qksvc,3301,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,314,7,qksvc,3302,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,314,8,qksvc,3303,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,314,9,qksvc,3304,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,315,0,qksvc,3305,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,315,1,qksvc,3306,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,315,2,qksvc,3307,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,315,3,qksvc,3308,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,315,4,qksvc,3309,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,315,5,qksvc,3310,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,315,6,qksvc,3311,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,315,7,qksvc,3312,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,315,8,qksvc,3313,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,315,9,qksvc,3314,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,316,0,qksvc,3315,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,316,1,qksvc,3316,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,316,2,qksvc,3317,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,316,3,qksvc,3318,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,316,4,qksvc,3319,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,316,5,qksvc,3320,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,316,6,qksvc,3321,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,316,7,qksvc,3322,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,316,8,qksvc,3323,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,316,9,qksvc,3324,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,317,0,qksvc,3325,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,317,1,qksvc,3326,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,317,2,qksvc,3327,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,317,3,qksvc,3328,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,317,4,qksvc,3329,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,317,5,qksvc,3330,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,317,6,qksvc,3331,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,317,7,qksvc,3332,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,317,8,qksvc,3333,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,317,9,qksvc,3334,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,318,0,qksvc,3335,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,318,1,qksvc,3336,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,318,2,qksvc,3337,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,318,3,qksvc,3338,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,318,4,qksvc,3339,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,318,5,qksvc,3340,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,318,6,qksvc,3341,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,318,7,qksvc,3342,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,318,8,qksvc,3343,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,318,9,qksvc,3344,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,319,0,qksvc,3345,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,319,1,qksvc,3346,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,319,2,qksvc,3347,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,319,3,qksvc,3348,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,319,4,qksvc,3349,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,319,5,qksvc,3350,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,319,6,qksvc,3351,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,319,7,qksvc,3352,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,319,8,qksvc,3353,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,319,9,qksvc,3354,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,320,0,qksvc,3355,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,320,1,qksvc,3356,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,320,2,qksvc,3357,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,320,3,qksvc,3358,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,320,4,qksvc,3359,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
