purpose,i,j,model_requested,circuit_index,depth_transpiled,size_transpiled,ops_transpiled
train_kernel,0,0,qksvc,0,1,4,"{'measure': 4, 'barrier': 1}"
train_kernel,0,1,qksvc,1,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
train_kernel,0,2,qksvc,2,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
train_kernel,0,3,qksvc,3,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
train_kernel,0,4,qksvc,4,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
train_kernel,0,5,qksvc,5,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
train_kernel,0,6,qksvc,6,5,12,"{'rz': 4, 'sx': 4, 'measure': 4, 'barrier': 1}"
train_kernel,0,7,qksvc,7,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
train_kernel,0,8,qksvc,8,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
train_kernel,0,9,qksvc,9,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
train_kernel,1,1,qksvc,10,1,4,"{'measure': 4, 'barrier': 1}"
train_kernel,1,2,qksvc,11,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
train_kernel,1,3,qksvc,12,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
train_kernel,1,4,qksvc,13,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
train_kernel,1,5,qksvc,14,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
train_kernel,1,6,qksvc,15,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
train_kernel,1,7,qksvc,16,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
train_kernel,1,8,qksvc,17,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
train_kernel,1,9,qksvc,18,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
train_kernel,2,2,qksvc,19,1,4,"{'measure': 4, 'barrier': 1}"
train_kernel,2,3,qksvc,20,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
train_kernel,2,4,qksvc,21,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
train_kernel,2,5,qksvc,22,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
train_kernel,2,6,qksvc,23,5,12,"{'rz': 4, 'sx': 4, 'measure': 4, 'barrier': 1}"
train_kernel,2,7,qksvc,24,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
train_kernel,2,8,qksvc,25,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
train_kernel,2,9,qksvc,26,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
train_kernel,3,3,qksvc,27,1,4,"{'measure': 4, 'barrier': 1}"
train_kernel,3,4,qksvc,28,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
train_kernel,3,5,qksvc,29,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
train_kernel,3,6,qksvc,30,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
train_kernel,3,7,qksvc,31,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
train_kernel,3,8,qksvc,32,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
train_kernel,3,9,qksvc,33,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
train_kernel,4,4,qksvc,34,1,4,"{'measure': 4, 'barrier': 1}"
train_kernel,4,5,qksvc,35,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
train_kernel,4,6,qksvc,36,5,12,"{'rz': 4, 'sx': 4, 'measure': 4, 'barrier': 1}"
train_kernel,4,7,qksvc,37,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
train_kernel,4,8,qksvc,38,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
train_kernel,4,9,qksvc,39,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
train_kernel,5,5,qksvc,40,1,4,"{'measure': 4, 'barrier': 1}"
train_kernel,5,6,qksvc,41,5,12,"{'rz': 4, 'sx': 4, 'measure': 4, 'barrier': 1}"
train_kernel,5,7,qksvc,42,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
train_kernel,5,8,qksvc,43,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
train_kernel,5,9,qksvc,44,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
train_kernel,6,6,qksvc,45,1,4,"{'measure': 4, 'barrier': 1}"
train_kernel,6,7,qksvc,46,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
train_kernel,6,8,qksvc,47,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
train_kernel,6,9,qksvc,48,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
train_kernel,7,7,qksvc,49,1,4,"{'measure': 4, 'barrier': 1}"
train_kernel,7,8,qksvc,50,5,12,"{'rz': 4, 'sx': 4, 'measure': 4, 'barrier': 1}"
train_kernel,7,9,qksvc,51,5,12,"{'rz': 4, 'sx': 4, 'measure': 4, 'barrier': 1}"
train_kernel,8,8,qksvc,52,1,4,"{'measure': 4, 'barrier': 1}"
train_kernel,8,9,qksvc,53,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
train_kernel,9,9,qksvc,54,1,4,"{'measure': 4, 'barrier': 1}"
valid_kernel,0,0,qksvc,55,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,0,1,qksvc,56,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,0,2,qksvc,57,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,0,3,qksvc,58,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,0,4,qksvc,59,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,0,5,qksvc,60,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,0,6,qksvc,61,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,0,7,qksvc,62,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,0,8,qksvc,63,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,0,9,qksvc,64,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,1,0,qksvc,65,5,20,"{'sx': 8, 'rz': 8, 'measure': 4, 'barrier': 1}"
valid_kernel,1,1,qksvc,66,5,20,"{'rz': 8, 'sx': 8, 'measure': 4, 'barrier': 1}"
valid_kernel,1,2,qksvc,67,5,20,"{'sx': 8, 'rz': 8, 'measure': 4, 'barrier': 1}"
valid_kernel,1,3,qksvc,68,5,20,"{'rz': 8, 'sx': 8, 'measure': 4, 'barrier': 1}"
valid_kernel,1,4,qksvc,69,5,20,"{'sx': 8, 'rz': 8, 'measure': 4, 'barrier': 1}"
valid_kernel,1,5,qksvc,70,5,20,"{'sx': 8, 'rz': 8, 'measure': 4, 'barrier': 1}"
valid_kernel,1,6,qksvc,71,5,20,"{'sx': 8, 'rz': 8, 'measure': 4, 'barrier': 1}"
valid_kernel,1,7,qksvc,72,5,20,"{'rz': 8, 'sx': 8, 'measure': 4, 'barrier': 1}"
valid_kernel,1,8,qksvc,73,5,20,"{'sx': 8, 'rz': 8, 'measure': 4, 'barrier': 1}"
valid_kernel,1,9,qksvc,74,5,20,"{'sx': 8, 'rz': 8, 'measure': 4, 'barrier': 1}"
valid_kernel,2,0,qksvc,75,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
valid_kernel,2,1,qksvc,76,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,2,2,qksvc,77,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
valid_kernel,2,3,qksvc,78,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,2,4,qksvc,79,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
valid_kernel,2,5,qksvc,80,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
valid_kernel,2,6,qksvc,81,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
valid_kernel,2,7,qksvc,82,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
valid_kernel,2,8,qksvc,83,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
valid_kernel,2,9,qksvc,84,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
valid_kernel,3,0,qksvc,85,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
valid_kernel,3,1,qksvc,86,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,3,2,qksvc,87,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
valid_kernel,3,3,qksvc,88,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,3,4,qksvc,89,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
valid_kernel,3,5,qksvc,90,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
valid_kernel,3,6,qksvc,91,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
valid_kernel,3,7,qksvc,92,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
valid_kernel,3,8,qksvc,93,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
valid_kernel,3,9,qksvc,94,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
valid_kernel,4,0,qksvc,95,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,4,1,qksvc,96,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,4,2,qksvc,97,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,4,3,qksvc,98,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,4,4,qksvc,99,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,4,5,qksvc,100,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,4,6,qksvc,101,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,4,7,qksvc,102,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,4,8,qksvc,103,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,4,9,qksvc,104,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,5,0,qksvc,105,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
valid_kernel,5,1,qksvc,106,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,5,2,qksvc,107,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
valid_kernel,5,3,qksvc,108,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,5,4,qksvc,109,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
valid_kernel,5,5,qksvc,110,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
valid_kernel,5,6,qksvc,111,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
valid_kernel,5,7,qksvc,112,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
valid_kernel,5,8,qksvc,113,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
valid_kernel,5,9,qksvc,114,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
valid_kernel,6,0,qksvc,115,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,6,1,qksvc,116,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,6,2,qksvc,117,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,6,3,qksvc,118,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,6,4,qksvc,119,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,6,5,qksvc,120,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,6,6,qksvc,121,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,6,7,qksvc,122,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,6,8,qksvc,123,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,6,9,qksvc,124,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,7,0,qksvc,125,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
valid_kernel,7,1,qksvc,126,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,7,2,qksvc,127,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
valid_kernel,7,3,qksvc,128,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,7,4,qksvc,129,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
valid_kernel,7,5,qksvc,130,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
valid_kernel,7,6,qksvc,131,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
valid_kernel,7,7,qksvc,132,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
valid_kernel,7,8,qksvc,133,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
valid_kernel,7,9,qksvc,134,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
valid_kernel,8,0,qksvc,135,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
valid_kernel,8,1,qksvc,136,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,8,2,qksvc,137,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
valid_kernel,8,3,qksvc,138,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,8,4,qksvc,139,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
valid_kernel,8,5,qksvc,140,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
valid_kernel,8,6,qksvc,141,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
valid_kernel,8,7,qksvc,142,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
valid_kernel,8,8,qksvc,143,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
valid_kernel,8,9,qksvc,144,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
valid_kernel,9,0,qksvc,145,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,9,1,qksvc,146,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,9,2,qksvc,147,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,9,3,qksvc,148,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,9,4,qksvc,149,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,9,5,qksvc,150,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,9,6,qksvc,151,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,9,7,qksvc,152,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,9,8,qksvc,153,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
valid_kernel,9,9,qksvc,154,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,0,0,qksvc,155,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,0,1,qksvc,156,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,0,2,qksvc,157,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,0,3,qksvc,158,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,0,4,qksvc,159,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,0,5,qksvc,160,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,0,6,qksvc,161,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,0,7,qksvc,162,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,0,8,qksvc,163,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,0,9,qksvc,164,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,1,0,qksvc,165,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,1,1,qksvc,166,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,1,2,qksvc,167,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,1,3,qksvc,168,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,1,4,qksvc,169,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,1,5,qksvc,170,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,1,6,qksvc,171,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,1,7,qksvc,172,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,1,8,qksvc,173,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,1,9,qksvc,174,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,2,0,qksvc,175,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,2,1,qksvc,176,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,2,2,qksvc,177,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,2,3,qksvc,178,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,2,4,qksvc,179,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,2,5,qksvc,180,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,2,6,qksvc,181,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,2,7,qksvc,182,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,2,8,qksvc,183,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,2,9,qksvc,184,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,3,0,qksvc,185,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,3,1,qksvc,186,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,3,2,qksvc,187,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,3,3,qksvc,188,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,3,4,qksvc,189,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,3,5,qksvc,190,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,3,6,qksvc,191,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,3,7,qksvc,192,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,3,8,qksvc,193,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,3,9,qksvc,194,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,4,0,qksvc,195,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,4,1,qksvc,196,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,4,2,qksvc,197,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,4,3,qksvc,198,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,4,4,qksvc,199,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,4,5,qksvc,200,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,4,6,qksvc,201,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,4,7,qksvc,202,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,4,8,qksvc,203,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,4,9,qksvc,204,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,5,0,qksvc,205,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,5,1,qksvc,206,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,5,2,qksvc,207,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,5,3,qksvc,208,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,5,4,qksvc,209,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,5,5,qksvc,210,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,5,6,qksvc,211,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,5,7,qksvc,212,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,5,8,qksvc,213,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,5,9,qksvc,214,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,6,0,qksvc,215,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,6,1,qksvc,216,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,6,2,qksvc,217,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,6,3,qksvc,218,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,6,4,qksvc,219,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,6,5,qksvc,220,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,6,6,qksvc,221,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,6,7,qksvc,222,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,6,8,qksvc,223,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,6,9,qksvc,224,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,7,0,qksvc,225,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,7,1,qksvc,226,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,7,2,qksvc,227,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,7,3,qksvc,228,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,7,4,qksvc,229,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,7,5,qksvc,230,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,7,6,qksvc,231,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,7,7,qksvc,232,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,7,8,qksvc,233,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,7,9,qksvc,234,5,12,"{'sx': 4, 'rz': 4, 'measure': 4, 'barrier': 1}"
test_kernel,8,0,qksvc,235,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,8,1,qksvc,236,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,8,2,qksvc,237,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,8,3,qksvc,238,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,8,4,qksvc,239,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,8,5,qksvc,240,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,8,6,qksvc,241,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,8,7,qksvc,242,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,8,8,qksvc,243,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
test_kernel,8,9,qksvc,244,6,17,"{'rz': 7, 'sx': 6, 'measure': 4, 'barrier': 1}"
