track,model,stage1_model,stage2_model,backend_name,job_id,n_qubits,shots,model_circuits,total_submitted_circuits,kernel_train_time_seconds,transpile_time_seconds,wait_for_result_time_seconds,total_turnaround_time_seconds,ibm_quantum_seconds,ibm_usage_seconds,train_rows,valid_rows,test_rows,compute_cost_type
isolation_forest_plus_quantum_hardware_split_300,isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,Isolation Forest,Quantum Kernel SVC IBM Hardware,ibm_marrakesh,d8m1b8j2d42s73cc25eg,4,256,3155,3155,0.0025362300002598204,141.40692699099964,300.5820710450007,310.9616351650002,220,220,10,10,300,"Real IBM QPU hardware cost measured by circuits, shots, turnaround time, and quantum seconds"
