model_group,purpose,i,j,circuit_index,depth_transpiled,size_transpiled,ops_transpiled
kernel_svc,test_kernel,8,0,235,5,20,"{'rz': 8, 'sx': 8, 'measure': 4, 'barrier': 1}"
kernel_svc,test_kernel,8,1,236,5,20,"{'rz': 8, 'sx': 8, 'measure': 4, 'barrier': 1}"
kernel_svc,test_kernel,8,2,237,5,20,"{'rz': 8, 'sx': 8, 'measure': 4, 'barrier': 1}"
kernel_svc,test_kernel,8,3,238,5,20,"{'rz': 8, 'sx': 8, 'measure': 4, 'barrier': 1}"
kernel_svc,test_kernel,8,4,239,5,20,"{'rz': 8, 'sx': 8, 'measure': 4, 'barrier': 1}"
kernel_svc,test_kernel,8,5,240,5,20,"{'sx': 8, 'rz': 8, 'measure': 4, 'barrier': 1}"
kernel_svc,test_kernel,8,6,241,5,20,"{'rz': 8, 'sx': 8, 'measure': 4, 'barrier': 1}"
kernel_svc,test_kernel,8,7,242,5,20,"{'rz': 8, 'sx': 8, 'measure': 4, 'barrier': 1}"
kernel_svc,test_kernel,8,8,243,5,20,"{'sx': 8, 'rz': 8, 'measure': 4, 'barrier': 1}"
kernel_svc,test_kernel,8,9,244,5,20,"{'sx': 8, 'rz': 8, 'measure': 4, 'barrier': 1}"
kernel_svc,test_kernel,9,0,245,5,20,"{'rz': 8, 'sx': 8, 'measure': 4, 'barrier': 1}"
kernel_svc,test_kernel,9,1,246,5,20,"{'rz': 8, 'sx': 8, 'measure': 4, 'barrier': 1}"
kernel_svc,test_kernel,9,2,247,5,20,"{'rz': 8, 'sx': 8, 'measure': 4, 'barrier': 1}"
kernel_svc,test_kernel,9,3,248,5,20,"{'rz': 8, 'sx': 8, 'measure': 4, 'barrier': 1}"
kernel_svc,test_kernel,9,4,249,5,20,"{'rz': 8, 'sx': 8, 'measure': 4, 'barrier': 1}"
kernel_svc,test_kernel,9,5,250,5,20,"{'sx': 8, 'rz': 8, 'measure': 4, 'barrier': 1}"
kernel_svc,test_kernel,9,6,251,5,20,"{'rz': 8, 'sx': 8, 'measure': 4, 'barrier': 1}"
kernel_svc,test_kernel,9,7,252,5,20,"{'rz': 8, 'sx': 8, 'measure': 4, 'barrier': 1}"
kernel_svc,test_kernel,9,8,253,5,20,"{'sx': 8, 'rz': 8, 'measure': 4, 'barrier': 1}"
kernel_svc,test_kernel,9,9,254,5,20,"{'sx': 8, 'rz': 8, 'measure': 4, 'barrier': 1}"
vqc,valid_vqc,0,-1,255,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
vqc,valid_vqc,1,-1,256,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
vqc,valid_vqc,2,-1,257,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
vqc,valid_vqc,3,-1,258,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
vqc,valid_vqc,4,-1,259,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
vqc,valid_vqc,5,-1,260,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
vqc,valid_vqc,6,-1,261,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
vqc,valid_vqc,7,-1,262,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
vqc,valid_vqc,8,-1,263,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
vqc,valid_vqc,9,-1,264,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
vqc,test_vqc,0,-1,265,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
vqc,test_vqc,1,-1,266,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
vqc,test_vqc,2,-1,267,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
vqc,test_vqc,3,-1,268,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
vqc,test_vqc,4,-1,269,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
vqc,test_vqc,5,-1,270,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
vqc,test_vqc,6,-1,271,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
vqc,test_vqc,7,-1,272,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
vqc,test_vqc,8,-1,273,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
vqc,test_vqc,9,-1,274,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
