model_group,purpose,i,j,circuit_index,n_qubits,n_clbits,depth_untranspiled,size_untranspiled,ops_untranspiled
kernel_svc,test_kernel,9,4,249,4,4,3,12,"{'ry': 8, 'measure': 4, 'barrier': 1}"
kernel_svc,test_kernel,9,5,250,4,4,3,12,"{'ry': 8, 'measure': 4, 'barrier': 1}"
kernel_svc,test_kernel,9,6,251,4,4,3,12,"{'ry': 8, 'measure': 4, 'barrier': 1}"
kernel_svc,test_kernel,9,7,252,4,4,3,12,"{'ry': 8, 'measure': 4, 'barrier': 1}"
kernel_svc,test_kernel,9,8,253,4,4,3,12,"{'ry': 8, 'measure': 4, 'barrier': 1}"
kernel_svc,test_kernel,9,9,254,4,4,3,12,"{'ry': 8, 'measure': 4, 'barrier': 1}"
vqc,valid_vqc,0,-1,255,4,4,11,30,"{'ry': 12, 'rz': 8, 'cx': 6, 'measure': 4, 'barrier': 1}"
vqc,valid_vqc,1,-1,256,4,4,11,30,"{'ry': 12, 'rz': 8, 'cx': 6, 'measure': 4, 'barrier': 1}"
vqc,valid_vqc,2,-1,257,4,4,11,30,"{'ry': 12, 'rz': 8, 'cx': 6, 'measure': 4, 'barrier': 1}"
vqc,valid_vqc,3,-1,258,4,4,11,30,"{'ry': 12, 'rz': 8, 'cx': 6, 'measure': 4, 'barrier': 1}"
vqc,valid_vqc,4,-1,259,4,4,11,30,"{'ry': 12, 'rz': 8, 'cx': 6, 'measure': 4, 'barrier': 1}"
vqc,valid_vqc,5,-1,260,4,4,11,30,"{'ry': 12, 'rz': 8, 'cx': 6, 'measure': 4, 'barrier': 1}"
vqc,valid_vqc,6,-1,261,4,4,11,30,"{'ry': 12, 'rz': 8, 'cx': 6, 'measure': 4, 'barrier': 1}"
vqc,valid_vqc,7,-1,262,4,4,11,30,"{'ry': 12, 'rz': 8, 'cx': 6, 'measure': 4, 'barrier': 1}"
vqc,valid_vqc,8,-1,263,4,4,11,30,"{'ry': 12, 'rz': 8, 'cx': 6, 'measure': 4, 'barrier': 1}"
vqc,valid_vqc,9,-1,264,4,4,11,30,"{'ry': 12, 'rz': 8, 'cx': 6, 'measure': 4, 'barrier': 1}"
vqc,test_vqc,0,-1,265,4,4,11,30,"{'ry': 12, 'rz': 8, 'cx': 6, 'measure': 4, 'barrier': 1}"
vqc,test_vqc,1,-1,266,4,4,11,30,"{'ry': 12, 'rz': 8, 'cx': 6, 'measure': 4, 'barrier': 1}"
vqc,test_vqc,2,-1,267,4,4,11,30,"{'ry': 12, 'rz': 8, 'cx': 6, 'measure': 4, 'barrier': 1}"
vqc,test_vqc,3,-1,268,4,4,11,30,"{'ry': 12, 'rz': 8, 'cx': 6, 'measure': 4, 'barrier': 1}"
vqc,test_vqc,4,-1,269,4,4,11,30,"{'ry': 12, 'rz': 8, 'cx': 6, 'measure': 4, 'barrier': 1}"
vqc,test_vqc,5,-1,270,4,4,11,30,"{'ry': 12, 'rz': 8, 'cx': 6, 'measure': 4, 'barrier': 1}"
vqc,test_vqc,6,-1,271,4,4,11,30,"{'ry': 12, 'rz': 8, 'cx': 6, 'measure': 4, 'barrier': 1}"
vqc,test_vqc,7,-1,272,4,4,11,30,"{'ry': 12, 'rz': 8, 'cx': 6, 'measure': 4, 'barrier': 1}"
vqc,test_vqc,8,-1,273,4,4,11,30,"{'ry': 12, 'rz': 8, 'cx': 6, 'measure': 4, 'barrier': 1}"
vqc,test_vqc,9,-1,274,4,4,11,30,"{'ry': 12, 'rz': 8, 'cx': 6, 'measure': 4, 'barrier': 1}"
