track,model,split,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,fpr,fnr,tn,fp,fn,tp,n_rows
isolation_forest_plus_quantum,isolation_forest_plus_quantum_kernel_svc_statevector,test,-0.21344755628585785,0.9266666666666666,0.9571428571428572,0.8933333333333333,0.9241379310344827,0.9774222222222222,0.9820471863342959,0.04,0.10666666666666667,144.0,6.0,16.0,134.0,300
isolation_forest_plus_quantum,isolation_forest_plus_vqc_statevector,test,0.5324922446678567,0.8366666666666667,0.8854961832061069,0.7733333333333333,0.8256227758007118,0.8937777777777778,0.9126850886805201,0.1,0.22666666666666666,135.0,15.0,34.0,116.0,300
