track,model,split,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,fpr,fnr,tn,fp,fn,tp,n_rows
isolation_forest_plus_quantum_hardware,isolation_forest_plus_quantum_kernel_svc_ibm_hardware,hardware_test_subset,-0.6569896788990823,0.7,0.625,1.0,0.7692307692307693,0.52,0.525952380952381,0.6,0.0,2.0,3.0,0.0,5.0,10
isolation_forest_plus_quantum_hardware,isolation_forest_plus_vqc_ibm_hardware,hardware_test_subset,0.26375000000000004,0.6,0.5714285714285714,0.8,0.6666666666666666,0.72,0.6683333333333333,0.6,0.2,2.0,3.0,1.0,4.0,10
