track,model,stage1_model,stage2_model,backend_name,job_id,n_qubits,shots,model_circuits,total_submitted_circuits,kernel_train_time_seconds,transpile_time_seconds,wait_for_result_time_seconds,total_turnaround_time_seconds,ibm_quantum_seconds,ibm_usage_seconds,train_rows,valid_rows,test_rows,compute_cost_type
isolation_forest_plus_quantum_hardware_split_300,isolation_forest_plus_vqc_ibm_hardware_300,Isolation Forest,VQC IBM Hardware,ibm_fez,d8m27grnn5bs738spkag,4,256,310,310,,15.330692490999354,109.70136952699977,112.90587900399987,23,23,10,10,300,"Real IBM QPU hardware cost measured by circuits, shots, turnaround time, and quantum seconds"
